Gene stable ID	Protein stable ID version
ENSG00000101126	ENSP00000379349.2
ENSG00000101126	ENSP00000342905.3
ENSG00000101126	ENSP00000495540.1
ENSG00000101126	
ENSG00000084093	ENSP00000490969.1
ENSG00000084093	ENSP00000311816.7
ENSG00000084093	ENSP00000481650.1
ENSG00000084093	ENSP00000501649.1
ENSG00000084093	ENSP00000492006.2
ENSG00000084093	ENSP00000484058.1
ENSG00000084093	ENSP00000492813.1
ENSG00000084093	ENSP00000479151.2
ENSG00000084093	ENSP00000484836.2
ENSG00000084093	ENSP00000502313.1
ENSG00000084093	ENSP00000502488.1
ENSG00000084093	
ENSG00000174282	ENSP00000307858.4
ENSG00000174282	ENSP00000369973.4
ENSG00000198556	ENSP00000417227.1
ENSG00000198556	
ENSG00000198556	ENSP00000405206.1
ENSG00000198556	ENSP00000331927.5
ENSG00000198556	ENSP00000419500.1
ENSG00000198556	ENSP00000401255.2
ENSG00000198556	ENSP00000369047.3
ENSG00000262500	
ENSG00000291974	
ENSG00000262539	
ENSG00000265411	
ENSG00000266497	
ENSG00000291975	ENSP00000517682.1
ENSG00000291975	ENSP00000517683.1
ENSG00000291975	ENSP00000517684.1
ENSG00000291975	ENSP00000517685.1
ENSG00000291975	ENSP00000517686.1
ENSG00000291975	ENSP00000517687.1
ENSG00000291975	ENSP00000517688.1
ENSG00000291975	ENSP00000517689.1
ENSG00000291975	ENSP00000517690.1
ENSG00000265315	
ENSG00000232300	
ENSG00000263934	
ENSG00000264940	
ENSG00000267284	
ENSG00000263206	
ENSG00000112941	ENSP00000230859.7
ENSG00000112941	ENSP00000427232.1
ENSG00000112941	ENSP00000488642.1
ENSG00000112941	
ENSG00000281856	
ENSG00000187513	ENSP00000343676.4
ENSG00000187513	ENSP00000409186.1
ENSG00000204021	ENSP00000383900.1
ENSG00000221540	
ENSG00000201843	
ENSG00000291976	
ENSG00000204031	
ENSG00000291977	
ENSG00000291978	ENSP00000517691.1
ENSG00000291979	
ENSG00000275782	
ENSG00000291980	ENSP00000517692.1
ENSG00000291980	ENSP00000517693.1
ENSG00000148296	ENSP00000361092.4
ENSG00000148296	
ENSG00000125731	
ENSG00000125731	ENSP00000245908.5
ENSG00000125731	ENSP00000393303.2
ENSG00000125731	ENSP00000470700.1
ENSG00000150054	ENSP00000364884.1
ENSG00000150054	ENSP00000473899.1
ENSG00000150054	ENSP00000364871.3
ENSG00000150054	ENSP00000398319.1
ENSG00000150054	
ENSG00000150054	ENSP00000337907.5
ENSG00000150054	ENSP00000507917.1
ENSG00000166484	ENSP00000311005.5
ENSG00000166484	ENSP00000299612.7
ENSG00000166484	
ENSG00000166484	ENSP00000378966.4
ENSG00000166484	ENSP00000462819.1
ENSG00000166484	ENSP00000412902.1
ENSG00000166484	ENSP00000378968.3
ENSG00000166484	ENSP00000458146.1
ENSG00000166484	ENSP00000462804.2
ENSG00000166484	ENSP00000474397.1
ENSG00000275047	ENSP00000482547.1
ENSG00000287563	
ENSG00000281914	
ENSG00000225671	
ENSG00000284259	
ENSG00000261469	
ENSG00000265944	
ENSG00000163012	ENSP00000295131.2
ENSG00000163012	ENSP00000400595.1
ENSG00000116151	ENSP00000367792.3
ENSG00000116151	
ENSG00000116151	ENSP00000367790.3
ENSG00000116151	ENSP00000390261.1
ENSG00000116151	ENSP00000367786.2
ENSG00000116151	ENSP00000476189.1
ENSG00000103066	ENSP00000394197.2
ENSG00000103066	ENSP00000454227.1
ENSG00000103066	ENSP00000457049.1
ENSG00000103066	ENSP00000455461.2
ENSG00000103066	ENSP00000457034.1
ENSG00000103066	ENSP00000393610.2
ENSG00000103066	ENSP00000219345.5
ENSG00000103066	
ENSG00000103066	ENSP00000454557.1
ENSG00000293070	
ENSG00000160908	
ENSG00000160908	ENSP00000337363.6
ENSG00000160908	ENSP00000409565.2
ENSG00000160908	ENSP00000499131.1
ENSG00000128285	ENSP00000370841.3
ENSG00000128285	
ENSG00000128285	ENSP00000249016.5
ENSG00000267051	
ENSG00000232740	
ENSG00000213917	
ENSG00000201451	
ENSG00000275463	ENSP00000482086.1
ENSG00000275463	ENSP00000483478.1
ENSG00000275463	ENSP00000483014.1
ENSG00000275463	ENSP00000480841.1
ENSG00000275463	ENSP00000481208.1
ENSG00000275463	ENSP00000480587.1
ENSG00000275463	
ENSG00000275463	ENSP00000480022.1
ENSG00000275463	ENSP00000481228.1
ENSG00000275463	ENSP00000483646.1
ENSG00000249997	
ENSG00000148297	ENSP00000342343.5
ENSG00000148297	ENSP00000482438.1
ENSG00000148297	ENSP00000478773.1
ENSG00000148297	ENSP00000481493.1
ENSG00000148297	
ENSG00000148297	ENSP00000361067.1
ENSG00000148297	ENSP00000394781.1
ENSG00000148297	ENSP00000420815.1
ENSG00000148297	ENSP00000404178.2
ENSG00000231653	
ENSG00000291183	
ENSG00000233729	
ENSG00000175121	ENSP00000312381.4
ENSG00000175121	ENSP00000361875.4
ENSG00000124019	ENSP00000374524.3
ENSG00000124019	ENSP00000386895.3
ENSG00000124019	ENSP00000243806.2
ENSG00000253352	
ENSG00000253352	ENSP00000501406.2
ENSG00000267040	
ENSG00000221909	ENSP00000411372.1
ENSG00000221909	ENSP00000386191.2
ENSG00000088881	ENSP00000370022.4
ENSG00000088881	ENSP00000405003.3
ENSG00000088881	ENSP00000501336.1
ENSG00000088881	ENSP00000477023.1
ENSG00000088881	ENSP00000501409.1
ENSG00000088881	ENSP00000501430.1
ENSG00000088881	
ENSG00000260142	
ENSG00000225182	
ENSG00000197343	ENSP00000322363.5
ENSG00000197343	ENSP00000350530.2
ENSG00000197343	
ENSG00000197343	ENSP00000486262.1
ENSG00000197343	ENSP00000398872.1
ENSG00000197343	ENSP00000414007.1
ENSG00000197343	ENSP00000403500.1
ENSG00000197343	ENSP00000408555.1
ENSG00000197343	ENSP00000252713.4
ENSG00000197343	ENSP00000395799.1
ENSG00000197343	ENSP00000414969.1
ENSG00000197343	ENSP00000392980.1
ENSG00000197343	ENSP00000419135.1
ENSG00000197343	ENSP00000390295.1
ENSG00000197343	ENSP00000389260.1
ENSG00000197343	ENSP00000393750.1
ENSG00000197343	ENSP00000392244.1
ENSG00000197343	ENSP00000393876.1
ENSG00000197343	ENSP00000396396.1
ENSG00000197343	ENSP00000377718.2
ENSG00000284361	
ENSG00000263414	
ENSG00000170608	ENSP00000470816.1
ENSG00000170608	ENSP00000304004.1
ENSG00000264575	
ENSG00000170604	ENSP00000307265.3
ENSG00000266014	
ENSG00000140009	ENSP00000452485.2
ENSG00000140009	ENSP00000450699.1
ENSG00000140009	ENSP00000335551.4
ENSG00000140009	ENSP00000351412.5
ENSG00000140009	ENSP00000450488.1
ENSG00000140009	ENSP00000345616.6
ENSG00000140009	ENSP00000452426.1
ENSG00000140009	ENSP00000451582.1
ENSG00000140009	
ENSG00000140009	ENSP00000267525.6
ENSG00000140009	ENSP00000343925.4
ENSG00000176182	ENSP00000325402.4
ENSG00000006555	ENSP00000360323.4
ENSG00000006555	
ENSG00000006555	ENSP00000360321.4
ENSG00000006555	ENSP00000390300.2
ENSG00000198879	ENSP00000355109.4
ENSG00000198879	ENSP00000508307.1
ENSG00000198879	ENSP00000507767.1
ENSG00000198879	ENSP00000501299.1
ENSG00000198879	ENSP00000508053.1
ENSG00000198879	ENSP00000369035.3
ENSG00000198879	ENSP00000507470.1
ENSG00000198879	ENSP00000369033.1
ENSG00000198879	
ENSG00000198879	ENSP00000507455.1
ENSG00000198879	ENSP00000380353.1
ENSG00000188425	ENSP00000341021.2
ENSG00000138434	
ENSG00000138434	ENSP00000388731.2
ENSG00000138434	ENSP00000314669.7
ENSG00000138434	ENSP00000387319.1
ENSG00000138434	ENSP00000392049.1
ENSG00000138434	ENSP00000403754.1
ENSG00000138434	ENSP00000415625.1
ENSG00000138434	ENSP00000386916.1
ENSG00000138434	ENSP00000387420.1
ENSG00000164111	ENSP00000296511.5
ENSG00000164111	ENSP00000424106.1
ENSG00000164111	ENSP00000421421.1
ENSG00000164111	ENSP00000424199.1
ENSG00000164111	
ENSG00000164111	ENSP00000427135.1
ENSG00000263141	ENSP00000458892.2
ENSG00000263141	
ENSG00000263141	ENSP00000458262.2
ENSG00000104983	ENSP00000444279.1
ENSG00000104983	
ENSG00000104983	ENSP00000471454.1
ENSG00000104983	ENSP00000469909.1
ENSG00000104983	ENSP00000469524.1
ENSG00000104983	ENSP00000469466.1
ENSG00000262752	
ENSG00000103064	ENSP00000484012.1
ENSG00000103064	ENSP00000496833.1
ENSG00000103064	ENSP00000219343.6
ENSG00000103064	ENSP00000368448.3
ENSG00000103064	ENSP00000457758.1
ENSG00000103064	ENSP00000455064.1
ENSG00000103064	ENSP00000455357.1
ENSG00000103064	ENSP00000456629.1
ENSG00000103064	ENSP00000456896.1
ENSG00000103064	ENSP00000454824.1
ENSG00000103064	ENSP00000455487.1
ENSG00000103064	ENSP00000457550.1
ENSG00000103064	ENSP00000456474.1
ENSG00000103064	ENSP00000463394.1
ENSG00000103064	
ENSG00000262476	
ENSG00000262938	ENSP00000461359.1
ENSG00000262938	ENSP00000460629.1
ENSG00000262938	ENSP00000461325.1
ENSG00000262938	ENSP00000461558.1
ENSG00000261847	
ENSG00000262510	
ENSG00000262704	
ENSG00000100099	
ENSG00000100099	ENSP00000514220.1
ENSG00000100099	ENSP00000381213.2
ENSG00000100099	ENSP00000514221.1
ENSG00000100099	ENSP00000514222.1
ENSG00000100099	ENSP00000415081.3
ENSG00000100099	ENSP00000514223.1
ENSG00000100099	ENSP00000514224.1
ENSG00000100099	ENSP00000514225.1
ENSG00000100099	ENSP00000514226.1
ENSG00000100099	ENSP00000514227.1
ENSG00000100099	ENSP00000514228.1
ENSG00000100099	ENSP00000514229.1
ENSG00000100099	ENSP00000514230.1
ENSG00000100099	ENSP00000514231.1
ENSG00000100099	ENSP00000514232.1
ENSG00000100099	ENSP00000514233.1
ENSG00000100099	ENSP00000514234.1
ENSG00000100099	ENSP00000514235.1
ENSG00000100099	ENSP00000514236.1
ENSG00000100099	ENSP00000514237.1
ENSG00000100099	ENSP00000399705.1
ENSG00000100099	ENSP00000430291.1
ENSG00000100099	ENSP00000384185.3
ENSG00000100099	ENSP00000338457.5
ENSG00000100099	ENSP00000406764.1
ENSG00000100099	ENSP00000514238.1
ENSG00000270794	
ENSG00000263140	
ENSG00000099399	ENSP00000368273.4
ENSG00000262453	
ENSG00000236111	
ENSG00000272071	
ENSG00000262536	
ENSG00000131044	ENSP00000442515.1
ENSG00000131044	ENSP00000365105.4
ENSG00000131044	ENSP00000365086.3
ENSG00000131044	ENSP00000308980.5
ENSG00000131044	ENSP00000495141.1
ENSG00000131044	ENSP00000495394.1
ENSG00000131044	ENSP00000483865.1
ENSG00000131044	ENSP00000365100.4
ENSG00000131044	ENSP00000494194.1
ENSG00000131044	ENSP00000481910.1
ENSG00000131044	ENSP00000480102.1
ENSG00000262679	
ENSG00000283420	
ENSG00000200243	
ENSG00000120289	ENSP00000368266.2
ENSG00000215032	
ENSG00000230064	
ENSG00000276940	
ENSG00000279985	
ENSG00000214114	ENSP00000380702.2
ENSG00000214114	ENSP00000485717.1
ENSG00000214114	
ENSG00000262156	
ENSG00000262156	ENSP00000485234.1
ENSG00000262156	ENSP00000461288.1
ENSG00000276945	
ENSG00000166482	ENSP00000468578.1
ENSG00000166482	ENSP00000378957.2
ENSG00000166482	ENSP00000299610.5
ENSG00000166482	
ENSG00000102287	ENSP00000359353.3
ENSG00000102287	
ENSG00000102287	ENSP00000389384.1
ENSG00000102287	ENSP00000397335.1
ENSG00000188725	ENSP00000339324.3
ENSG00000188725	ENSP00000421336.1
ENSG00000148303	
ENSG00000148303	ENSP00000361076.3
ENSG00000148303	ENSP00000416638.1
ENSG00000148303	ENSP00000361071.1
ENSG00000280072	
ENSG00000169567	ENSP00000502350.1
ENSG00000169567	ENSP00000502792.1
ENSG00000169567	ENSP00000304229.5
ENSG00000169567	
ENSG00000169567	ENSP00000427008.1
ENSG00000169567	ENSP00000424974.1
ENSG00000169567	ENSP00000427499.1
ENSG00000169567	ENSP00000430909.2
ENSG00000169567	ENSP00000421608.1
ENSG00000169567	ENSP00000502370.1
ENSG00000169567	ENSP00000426860.1
ENSG00000169567	ENSP00000422444.1
ENSG00000169567	ENSP00000425260.1
ENSG00000116544	ENSP00000362444.1
ENSG00000116544	
ENSG00000116544	ENSP00000235180.4
ENSG00000211580	
ENSG00000008438	ENSP00000008938.3
ENSG00000268401	
ENSG00000236723	
ENSG00000268053	
ENSG00000232467	
ENSG00000188624	ENSP00000344860.2
ENSG00000117016	ENSP00000361769.3
ENSG00000117016	ENSP00000361768.1
ENSG00000286999	
ENSG00000259339	
ENSG00000196132	ENSP00000493561.2
ENSG00000196132	ENSP00000499493.1
ENSG00000196132	ENSP00000353269.4
ENSG00000196132	ENSP00000327465.1
ENSG00000196132	ENSP00000480510.1
ENSG00000196132	ENSP00000442412.1
ENSG00000196132	ENSP00000498616.1
ENSG00000196132	
ENSG00000259605	
ENSG00000268434	ENSP00000471312.1
ENSG00000268434	ENSP00000468837.1
ENSG00000268434	ENSP00000472333.1
ENSG00000268434	ENSP00000469741.1
ENSG00000186687	ENSP00000423283.1
ENSG00000186687	ENSP00000368688.4
ENSG00000186687	ENSP00000423991.1
ENSG00000186687	
ENSG00000244041	
ENSG00000277961	
ENSG00000275841	ENSP00000481818.1
ENSG00000275841	ENSP00000477708.1
ENSG00000275841	ENSP00000478806.1
ENSG00000271361	
ENSG00000288612	
ENSG00000274855	
ENSG00000232654	
ENSG00000217707	
ENSG00000284363	
ENSG00000222248	
ENSG00000283751	
ENSG00000216819	
ENSG00000275951	
ENSG00000102119	ENSP00000358850.3
ENSG00000102119	ENSP00000358857.4
ENSG00000102119	
ENSG00000102119	ENSP00000401081.1
ENSG00000102119	ENSP00000507245.1
ENSG00000102119	ENSP00000508266.1
ENSG00000102119	ENSP00000507533.1
ENSG00000102119	ENSP00000507059.1
ENSG00000278402	
ENSG00000185800	ENSP00000366964.3
ENSG00000185800	ENSP00000270223.5
ENSG00000185800	ENSP00000444820.1
ENSG00000185800	ENSP00000473377.1
ENSG00000185800	
ENSG00000185800	ENSP00000473426.1
ENSG00000185800	ENSP00000473415.1
ENSG00000274113	ENSP00000480458.1
ENSG00000274113	ENSP00000480204.1
ENSG00000274113	
ENSG00000202050	
ENSG00000112293	
ENSG00000112293	ENSP00000230036.1
ENSG00000287196	
ENSG00000163866	ENSP00000429902.1
ENSG00000163866	ENSP00000428585.1
ENSG00000163866	ENSP00000430285.1
ENSG00000163866	ENSP00000430198.1
ENSG00000163866	ENSP00000428984.1
ENSG00000163866	ENSP00000428541.1
ENSG00000128482	ENSP00000464134.1
ENSG00000128482	
ENSG00000128482	ENSP00000454919.1
ENSG00000206611	
ENSG00000200831	
ENSG00000169247	ENSP00000425627.1
ENSG00000169247	
ENSG00000169247	ENSP00000423660.1
ENSG00000169247	ENSP00000313025.5
ENSG00000169247	ENSP00000502039.1
ENSG00000169247	ENSP00000493938.1
ENSG00000169247	ENSP00000421779.1
ENSG00000169247	ENSP00000421092.2
ENSG00000169247	ENSP00000423940.1
ENSG00000169247	ENSP00000421860.1
ENSG00000169247	ENSP00000501827.1
ENSG00000169247	ENSP00000423111.1
ENSG00000169247	ENSP00000421420.1
ENSG00000169247	ENSP00000502840.1
ENSG00000169247	ENSP00000502387.1
ENSG00000199744	
ENSG00000252542	
ENSG00000148290	ENSP00000361042.3
ENSG00000148290	ENSP00000482067.1
ENSG00000148290	
ENSG00000104941	ENSP00000471559.1
ENSG00000104941	ENSP00000221538.2
ENSG00000104941	ENSP00000472630.1
ENSG00000188611	ENSP00000378897.3
ENSG00000188611	ENSP00000476827.1
ENSG00000188611	ENSP00000392766.1
ENSG00000188611	ENSP00000329886.6
ENSG00000188611	ENSP00000476403.1
ENSG00000188611	ENSP00000506746.1
ENSG00000272647	ENSP00000401282.1
ENSG00000281317	
ENSG00000125522	ENSP00000508236.1
ENSG00000125522	ENSP00000358783.1
ENSG00000278171	
ENSG00000281484	ENSP00000487035.1
ENSG00000281484	
ENSG00000281484	ENSP00000487043.1
ENSG00000281484	ENSP00000486833.1
ENSG00000244219	ENSP00000492416.1
ENSG00000244219	ENSP00000491691.1
ENSG00000244219	
ENSG00000232852	
ENSG00000274727	
ENSG00000203880	ENSP00000299468.7
ENSG00000203880	ENSP00000358773.3
ENSG00000203880	ENSP00000307854.6
ENSG00000203880	ENSP00000477398.1
ENSG00000203880	ENSP00000476878.1
ENSG00000203880	ENSP00000477252.1
ENSG00000203880	
ENSG00000203880	ENSP00000477110.1
ENSG00000203880	ENSP00000477240.1
ENSG00000203880	ENSP00000476726.1
ENSG00000275893	
ENSG00000237130	
ENSG00000232335	
ENSG00000276466	
ENSG00000274785	
ENSG00000232762	
ENSG00000277092	ENSP00000481298.1
ENSG00000277092	ENSP00000479979.1
ENSG00000277092	
ENSG00000197037	
ENSG00000197037	ENSP00000377708.2
ENSG00000197037	ENSP00000377706.1
ENSG00000197037	ENSP00000413144.2
ENSG00000197037	ENSP00000334800.3
ENSG00000197037	ENSP00000262941.7
ENSG00000162384	ENSP00000294360.4
ENSG00000162384	
ENSG00000166159	ENSP00000446278.1
ENSG00000166159	
ENSG00000166159	ENSP00000299194.1
ENSG00000166159	ENSP00000444737.1
ENSG00000166159	ENSP00000438678.1
ENSG00000166159	ENSP00000444104.1
ENSG00000280972	
ENSG00000280542	
ENSG00000280882	
ENSG00000227078	
ENSG00000283675	
ENSG00000189343	
ENSG00000231477	
ENSG00000228331	
ENSG00000185527	ENSP00000328412.5
ENSG00000185527	
ENSG00000185527	ENSP00000458167.1
ENSG00000185527	ENSP00000461464.1
ENSG00000213882	
ENSG00000228935	
ENSG00000132671	ENSP00000255008.3
ENSG00000178726	ENSP00000366307.2
ENSG00000276053	ENSP00000479707.1
ENSG00000276053	ENSP00000479294.1
ENSG00000276053	
ENSG00000276053	ENSP00000482922.1
ENSG00000276053	ENSP00000481204.1
ENSG00000276053	ENSP00000319204.7
ENSG00000276053	ENSP00000478951.1
ENSG00000276053	ENSP00000478770.1
ENSG00000276053	ENSP00000483342.1
ENSG00000276053	ENSP00000478330.1
ENSG00000276053	ENSP00000482572.1
ENSG00000279447	
ENSG00000279164	
ENSG00000148291	ENSP00000361032.4
ENSG00000148291	
ENSG00000201527	
ENSG00000147234	ENSP00000507942.1
ENSG00000147234	ENSP00000508035.1
ENSG00000147234	ENSP00000507422.1
ENSG00000147234	ENSP00000276185.5
ENSG00000147234	ENSP00000398668.1
ENSG00000147234	
ENSG00000171700	ENSP00000378483.1
ENSG00000171700	ENSP00000333194.5
ENSG00000171700	
ENSG00000287960	
ENSG00000260112	
ENSG00000235049	
ENSG00000162391	ENSP00000306888.2
ENSG00000162391	ENSP00000360353.2
ENSG00000130818	ENSP00000253115.1
ENSG00000130818	ENSP00000439017.1
ENSG00000130818	ENSP00000468100.1
ENSG00000130818	ENSP00000466469.1
ENSG00000130818	ENSP00000490091.1
ENSG00000262826	ENSP00000460221.1
ENSG00000262826	ENSP00000458631.1
ENSG00000262826	
ENSG00000262826	ENSP00000459907.1
ENSG00000262826	ENSP00000485412.1
ENSG00000262826	ENSP00000459285.1
ENSG00000262826	ENSP00000485252.1
ENSG00000151065	ENSP00000280665.6
ENSG00000151065	ENSP00000445011.1
ENSG00000151065	ENSP00000444374.1
ENSG00000151065	
ENSG00000151065	ENSP00000482714.1
ENSG00000204237	ENSP00000363873.3
ENSG00000204237	
ENSG00000204237	ENSP00000466256.1
ENSG00000204237	ENSP00000459191.1
ENSG00000204237	ENSP00000459374.1
ENSG00000204237	ENSP00000459281.1
ENSG00000224448	
ENSG00000262473	ENSP00000461360.1
ENSG00000262473	
ENSG00000262473	ENSP00000459391.2
ENSG00000262473	ENSP00000461700.2
ENSG00000262473	ENSP00000459532.2
ENSG00000282277	
ENSG00000160870	ENSP00000337450.2
ENSG00000160870	
ENSG00000230146	
ENSG00000274655	
ENSG00000277577	
ENSG00000278039	
ENSG00000182707	
ENSG00000185298	ENSP00000329360.8
ENSG00000185298	ENSP00000458884.1
ENSG00000185298	ENSP00000458350.1
ENSG00000185298	ENSP00000461207.1
ENSG00000185298	ENSP00000460261.1
ENSG00000185298	
ENSG00000274430	
ENSG00000276784	
ENSG00000271199	
ENSG00000203397	
ENSG00000223650	
ENSG00000232928	
ENSG00000280375	
ENSG00000274034	
ENSG00000230986	
ENSG00000171695	ENSP00000302763.4
ENSG00000171695	ENSP00000310801.2
ENSG00000252026	
ENSG00000103061	ENSP00000462436.1
ENSG00000103061	ENSP00000263997.5
ENSG00000103061	
ENSG00000103061	ENSP00000461470.1
ENSG00000103061	ENSP00000483575.1
ENSG00000148248	ENSP00000446061.1
ENSG00000148248	ENSP00000481666.1
ENSG00000148248	ENSP00000483216.1
ENSG00000148248	ENSP00000361057.3
ENSG00000148248	ENSP00000419853.2
ENSG00000148248	
ENSG00000148248	ENSP00000361059.3
ENSG00000224430	
ENSG00000280229	
ENSG00000196459	ENSP00000352708.5
ENSG00000196459	ENSP00000369953.1
ENSG00000196459	ENSP00000507474.1
ENSG00000196459	ENSP00000508155.1
ENSG00000196459	ENSP00000392495.3
ENSG00000196459	ENSP00000428900.2
ENSG00000196459	
ENSG00000196459	ENSP00000430725.1
ENSG00000289955	
ENSG00000183798	ENSP00000332806.3
ENSG00000262148	
ENSG00000225831	
ENSG00000233578	
ENSG00000262911	ENSP00000461737.1
ENSG00000262911	ENSP00000461665.1
ENSG00000262911	ENSP00000461084.1
ENSG00000262911	ENSP00000483670.1
ENSG00000203896	ENSP00000414506.1
ENSG00000203896	
ENSG00000203896	ENSP00000482812.1
ENSG00000203896	ENSP00000309521.3
ENSG00000203896	ENSP00000477561.1
ENSG00000203896	ENSP00000476772.1
ENSG00000203896	ENSP00000478705.1
ENSG00000150201	ENSP00000473361.1
ENSG00000150201	ENSP00000483791.1
ENSG00000150201	
ENSG00000277784	
ENSG00000262814	ENSP00000333837.3
ENSG00000171469	ENSP00000402974.1
ENSG00000171469	ENSP00000393074.1
ENSG00000171469	ENSP00000303915.3
ENSG00000171469	ENSP00000370284.2
ENSG00000171469	ENSP00000392013.1
ENSG00000171469	
ENSG00000171469	ENSP00000405257.1
ENSG00000171469	ENSP00000406079.1
ENSG00000171469	ENSP00000391503.1
ENSG00000171469	ENSP00000397599.1
ENSG00000171469	ENSP00000408053.1
ENSG00000262795	ENSP00000459355.2
ENSG00000262795	ENSP00000459965.2
ENSG00000262795	ENSP00000461231.2
ENSG00000262795	ENSP00000458487.2
ENSG00000262795	ENSP00000460732.2
ENSG00000262795	ENSP00000459791.1
ENSG00000261511	
ENSG00000256837	
ENSG00000282022	
ENSG00000260445	
ENSG00000260524	
ENSG00000176402	ENSP00000325775.2
ENSG00000280144	
ENSG00000224611	
ENSG00000279649	
ENSG00000259797	
ENSG00000169813	ENSP00000400433.2
ENSG00000169813	ENSP00000438061.1
ENSG00000169813	ENSP00000349573.4
ENSG00000169813	ENSP00000348345.3
ENSG00000169813	ENSP00000507787.1
ENSG00000169813	ENSP00000338477.3
ENSG00000169813	ENSP00000490768.1
ENSG00000169813	
ENSG00000174469	ENSP00000485955.1
ENSG00000174469	ENSP00000354778.3
ENSG00000174469	
ENSG00000174469	ENSP00000487516.1
ENSG00000174469	ENSP00000486292.1
ENSG00000222177	
ENSG00000111752	ENSP00000437654.1
ENSG00000111752	ENSP00000437659.1
ENSG00000111752	ENSP00000440674.1
ENSG00000111752	
ENSG00000111752	ENSP00000399194.2
ENSG00000111752	ENSP00000437645.1
ENSG00000111752	ENSP00000437459.1
ENSG00000111752	ENSP00000444308.1
ENSG00000111752	ENSP00000445939.1
ENSG00000111752	ENSP00000446388.1
ENSG00000111752	ENSP00000443676.1
ENSG00000111752	ENSP00000445307.1
ENSG00000262660	ENSP00000461324.1
ENSG00000177694	
ENSG00000177694	ENSP00000409858.1
ENSG00000177694	ENSP00000404705.1
ENSG00000177694	ENSP00000396969.1
ENSG00000103056	ENSP00000219334.5
ENSG00000103056	ENSP00000459317.1
ENSG00000103056	ENSP00000457422.1
ENSG00000103056	ENSP00000455955.1
ENSG00000103056	
ENSG00000103056	ENSP00000457236.1
ENSG00000281493	
ENSG00000274575	ENSP00000479659.2
ENSG00000183048	ENSP00000446242.2
ENSG00000183048	ENSP00000460597.1
ENSG00000183048	ENSP00000345580.5
ENSG00000183048	ENSP00000328403.5
ENSG00000183048	ENSP00000458785.1
ENSG00000183048	
ENSG00000092036	ENSP00000452260.1
ENSG00000092036	ENSP00000206474.7
ENSG00000092036	
ENSG00000092036	ENSP00000441026.1
ENSG00000092036	ENSP00000342776.8
ENSG00000092036	ENSP00000343473.2
ENSG00000092036	ENSP00000452239.1
ENSG00000092036	ENSP00000451018.1
ENSG00000092036	ENSP00000450542.1
ENSG00000092036	ENSP00000452165.1
ENSG00000092036	ENSP00000452595.1
ENSG00000092036	ENSP00000452261.1
ENSG00000092036	ENSP00000452058.1
ENSG00000092036	ENSP00000450612.1
ENSG00000092036	ENSP00000450680.1
ENSG00000123737	
ENSG00000123737	ENSP00000368984.3
ENSG00000123737	ENSP00000243498.5
ENSG00000123737	ENSP00000423476.1
ENSG00000123737	ENSP00000421845.1
ENSG00000123737	ENSP00000422205.1
ENSG00000123737	ENSP00000425782.1
ENSG00000123737	ENSP00000424504.1
ENSG00000281326	
ENSG00000281502	
ENSG00000281296	
ENSG00000279610	
ENSG00000183260	ENSP00000358932.3
ENSG00000281031	
ENSG00000274854	ENSP00000485735.1
ENSG00000101150	ENSP00000482370.1
ENSG00000101150	ENSP00000482024.1
ENSG00000101150	ENSP00000358943.2
ENSG00000101150	ENSP00000343547.4
ENSG00000101150	ENSP00000343554.5
ENSG00000101150	ENSP00000344647.4
ENSG00000101150	ENSP00000217121.5
ENSG00000101150	ENSP00000340006.4
ENSG00000101150	ENSP00000351350.4
ENSG00000101150	
ENSG00000112294	ENSP00000417687.1
ENSG00000112294	ENSP00000314649.3
ENSG00000112294	ENSP00000350191.3
ENSG00000112294	ENSP00000500192.1
ENSG00000112294	ENSP00000500876.1
ENSG00000112294	ENSP00000499907.1
ENSG00000112294	
ENSG00000280866	ENSP00000485820.1
ENSG00000221400	
ENSG00000277421	ENSP00000486772.1
ENSG00000277421	ENSP00000486860.1
ENSG00000277421	ENSP00000478801.1
ENSG00000252532	
ENSG00000236114	
ENSG00000196793	ENSP00000307774.6
ENSG00000196793	ENSP00000363569.1
ENSG00000196793	ENSP00000398202.1
ENSG00000196793	ENSP00000443907.1
ENSG00000196793	
ENSG00000236049	
ENSG00000237260	
ENSG00000280941	
ENSG00000281055	
ENSG00000281471	ENSP00000487591.1
ENSG00000118997	ENSP00000386912.1
ENSG00000118997	ENSP00000311273.6
ENSG00000118997	
ENSG00000118997	ENSP00000409732.1
ENSG00000118997	ENSP00000386260.1
ENSG00000118997	ENSP00000407444.1
ENSG00000278293	ENSP00000480490.2
ENSG00000287852	
ENSG00000281074	
ENSG00000232004	
ENSG00000281361	
ENSG00000232801	
ENSG00000263160	
ENSG00000263160	ENSP00000458900.1
ENSG00000263160	ENSP00000460121.1
ENSG00000263160	ENSP00000461339.1
ENSG00000263160	ENSP00000461292.1
ENSG00000263160	ENSP00000459785.1
ENSG00000198298	
ENSG00000198298	ENSP00000393570.1
ENSG00000198298	ENSP00000363558.3
ENSG00000198298	ENSP00000354694.3
ENSG00000281565	
ENSG00000189145	
ENSG00000273737	ENSP00000479309.2
ENSG00000216866	
ENSG00000287549	
ENSG00000260217	
ENSG00000275499	ENSP00000480861.1
ENSG00000237931	
ENSG00000285558	ENSP00000498049.1
ENSG00000225839	
ENSG00000224426	
ENSG00000126950	ENSP00000362021.4
ENSG00000126950	
ENSG00000287012	
